#!,Workbook:,Custom,Custom
#!,Para reproducir estos datos: abra el archivo original de Excel, haga clic en el botón *Importar archivo de datos* de la pestaña *Secuencia de datos* de la cinta de opciones y desplácese hasta este archivo.
#!,Para obtener más información, visite http://aka.ms/hackingstem/
2478.59,3534.29,2812.41,2909.13
2477.65,3480.49,2712.51,3087.08
2492.05,3619.77,2719.09,2997.08
2504.10,3628.23,2761.76,2880.02
2500.00,3642.32,2805.83,3014.42
2498.72,3659.11,2810.03,2933.77
2509.75,3662.86,2801.19,2902.88
2542.39,3663.68,2835.92,2874.51
2557.61,3663.87,2795.79,2866.19
2552.90,3680.27,2769.67,2866.15
2515.82,3699.25,2795.60,2880.44
2511.73,3736.16,2782.46,2858.53
2511.99,3773.81,2771.71,2877.06
2513.39,3808.69,2744.47,2854.13
2560.65,3793.95,2743.65,2853.97
2553.64,3729.25,2745.46,2854.35
2568.01,3711.63,2731.67,2833.67
2571.75,3503.47,2749.51,2819.71
2567.29,3588.10,2746.90,2817.99
2568.25,3566.00,2726.54,2815.57
2572.58,3741.55,2736.03,2809.25
2551.34,3764.69,2747.34,2804.19
2549.17,3803.33,2748.37,2806.41
2556.04,3773.48,2705.25,2806.00
2556.37,3757.84,2752.40,2828.69
2559.82,3770.41,2760.46,2852.29
2567.57,3759.56,2755.42,2851.07
2564.82,3761.17,2761.08,2854.47
2570.77,3756.21,2779.63,2858.67
2569.92,3836.42,2803.36,2862.79
2574.50,3819.89,2832.92,2863.92
2567.61,3831.81,2825.56,2860.97
2573.94,3621.04,2837.77,2857.66
2571.48,3617.68,2853.46,2850.69
2572.58,3552.24,2813.45,2903.71
2575.14,3529.32,2865.13,2949.68
2556.52,3537.55,2854.54,3040.57
2554.70,3740.39,2819.97,2939.29
2562.88,3903.78,2718.10,3032.25
2563.37,3861.80,2720.02,2935.90
2564.28,3868.12,2689.83,2904.91
2566.80,3701.98,2702.17,2904.56
2564.68,3651.07,2697.43,2904.36
2562.21,3660.47,2709.36,2902.92
2559.72,3839.50,2695.16,2902.60
2565.06,3742.56,2694.21,2902.63
2573.05,3721.68,2701.12,2898.75
2567.47,3687.29,2697.00,2897.32
2562.89,3734.64,2704.39,2896.21
2561.46,3913.67,2792.15,2896.31
2553.57,3884.04,2836.20,2871.68
2555.00,3797.25,2748.28,2881.66
2557.08,3832.83,2774.75,2941.68
2558.95,3982.50,2782.44,2802.50
2553.50,3786.75,2826.06,2875.91
2559.23,3840.22,2794.82,2887.52
2546.81,3739.86,2775.26,2893.25
2547.54,3396.68,2766.40,2882.70
2538.79,3327.61,2783.60,2890.03
2537.00,3329.13,2752.88,2924.80
2541.56,3294.61,2753.50,3127.46
2537.78,3444.39,2756.01,2886.49
2537.50,3608.93,2767.35,3069.99
2537.80,3346.80,2776.60,3177.50
2537.89,3272.88,2797.87,3025.14
2534.08,3267.05,2784.14,3118.84
2537.32,3325.75,2797.09,3064.11
2534.85,3264.37,2804.42,3126.61
2545.08,3285.60,2804.59,3088.54
2546.89,3308.86,2830.38,3074.20
2544.43,3384.07,2768.70,2920.76
2538.45,3516.51,2724.47,2913.18
2543.24,3365.47,2692.11,2904.70
2540.27,3700.30,2705.50,2907.41
2549.70,3593.19,2716.94,2904.49
2541.61,3637.58,2684.80,2914.22
2544.53,3375.84,2695.28,3048.77
2543.19,3372.54,2692.23,3050.39
2539.62,3431.52,2711.84,3046.17
2541.21,3445.82,2692.85,3051.48
2542.93,3456.94,2689.88,2978.94
2542.95,3383.52,2689.38,2963.88
2543.52,3470.75,2691.07,2990.45
2542.68,3381.94,2691.96,3008.44
2536.60,3383.15,2698.47,3016.85
2527.52,3388.64,2697.92,3004.64
2529.09,3383.74,2694.65,3004.13
2531.48,3398.45,2697.60,3134.11
2530.14,3422.25,2688.96,3103.18
2529.33,3401.99,2688.36,3102.41
2533.65,3345.95,2690.52,3119.22
2535.10,3484.92,2621.74,2958.24
2528.84,3734.57,2629.52,2763.09
2531.52,3941.77,2632.23,2770.14
2532.30,3595.23,2633.94,2755.89
2536.03,3592.46,2632.08,2783.30
2536.75,3559.03,2632.92,2939.09
2536.60,3573.67,2631.90,3036.70
2543.03,3593.96,2620.47,2993.82
2538.03,3616.12,2639.00,3006.13
2537.51,3713.26,2717.94,2922.02
2539.05,3706.88,2709.59,3000.92
2537.15,3714.64,2695.87,3065.54
2531.53,3701.57,2705.61,3000.09
2532.18,3713.42,2704.62,2994.35
2533.91,3728.95,2713.70,2993.67
2542.84,3710.79,2724.20,2990.79
2534.65,3716.24,2733.53,3008.22
2537.67,3749.51,2722.18,3013.67
2537.20,3789.65,2706.18,2985.08
2543.30,3936.87,2729.56,3005.70
2541.72,3814.85,2719.10,2894.05
2540.40,3682.06,2818.25,2725.29
2538.02,3593.06,2859.81,2727.95
2539.42,3747.35,2827.77,2738.32
2534.73,3772.29,2819.68,2739.59
2536.29,3776.93,2820.02,2741.66
2536.51,3738.83,2819.88,2740.27
2543.73,3736.31,2808.08,2750.20
